precomin;precomed;precomax;idPu;dataCadastro;idParceiro;data
809.19;0;949.05;620048;;0;18/04/2016
809.19;0;949.05;620048;;0;19/04/2016
881.1;0;949.05;620048;;0;20/04/2016
881.1;0;949.05;620048;;0;21/04/2016
881.1;0;949.05;620048;;0;22/04/2016
881.1;0;949.05;620048;;0;23/04/2016
899.1;0;949.05;620048;;0;24/04/2016
899.1;0;949.05;620048;;0;25/04/2016
899.1;0;949.05;620048;;0;26/04/2016
899.1;0;949.05;620048;;0;27/04/2016
899.1;0;949.05;620048;;0;28/04/2016
899.1;0;949.05;620048;;0;29/04/2016
899.1;0;949.05;620048;;0;30/04/2016
899.1;0;949.05;620048;;0;01/05/2016
849.69;0;949.05;620048;;0;02/05/2016
849.69;0;949.05;620048;;0;03/05/2016
849.69;0;996.21;620048;;0;04/05/2016
809.19;0;996.21;620048;;0;05/05/2016
809.19;0;1081.9;620048;;0;06/05/2016
833.49;0;1081.9;620048;;0;07/05/2016
728.19;0;1081.9;620048;;0;08/05/2016
809.1;0;1081.9;620048;;0;09/05/2016
809.1;0;1081.9;620048;;0;10/05/2016
833.49;0;1081.9;620048;;0;11/05/2016
879.8;0;1081.9;620048;;0;12/05/2016
879.8;0;1081.9;620048;;0;13/05/2016
879.8;0;1081.9;620048;;0;14/05/2016
879.8;0;1081.9;620048;;0;15/05/2016
879.8;0;1081.9;620048;;0;16/05/2016
879.8;0;1081.9;620048;;0;17/05/2016
854.05;0;1081.9;620048;;0;18/05/2016
854.05;0;1081.9;620048;;0;19/05/2016
879.8;0;1053.04;620048;;0;20/05/2016
879.8;0;1053.04;620048;;0;21/05/2016
879.8;0;1053.04;620048;;0;22/05/2016
879.8;0;1053.04;620048;;0;23/05/2016
879.8;0;1053.04;620048;;0;24/05/2016
879.8;0;1053.04;620048;;0;25/05/2016
879.8;0;1053.04;620048;;0;26/05/2016
879.8;0;1053.04;620048;;0;27/05/2016
879.8;0;1053.04;620048;;0;28/05/2016
879.8;0;996.21;620048;;0;29/05/2016
879.8;0;1053.04;620048;;0;30/05/2016
879.8;0;1053.04;620048;;0;31/05/2016
920.55;0;1053.04;620048;;0;01/06/2016
874.52;0;1053.04;620048;;0;02/06/2016
874.52;0;1053.04;620048;;0;03/06/2016
883.55;0;1024.7;620048;;0;04/06/2016
883.55;0;1024.7;620048;;0;05/06/2016
881.1;0;996.21;620048;;0;06/06/2016
873.05;0;996.21;620048;;0;07/06/2016
785.75;0;996.21;620048;;0;08/06/2016
827.1;0;996.21;620048;;0;09/06/2016
827.1;0;996.21;620048;;0;10/06/2016
827.1;0;996.21;620048;;0;11/06/2016
827.1;0;996.21;620048;;0;12/06/2016
926.1;0;996.21;620048;;0;13/06/2016
882.55;0;996.21;620048;;0;14/06/2016
882.55;0;996.21;620048;;0;15/06/2016
882.55;0;996.21;620048;;0;16/06/2016
809.1;0;996.21;620048;;0;17/06/2016
809.1;0;996.21;620048;;0;18/06/2016
809.1;0;996.21;620048;;0;20/06/2016
863.1;0;996.21;620048;;0;22/06/2016
935.9;0;996.21;620048;;0;23/06/2016
827.1;0;996.21;620048;;0;25/06/2016
827.1;0;996.21;620048;;0;27/06/2016
899.9;0;1199.89;620048;;0;02/07/2016
791.99;0;1199.9;620048;;0;05/07/2016
809.99;0;1199.9;620048;;0;06/07/2016
899.99;0;1199.89;620048;;0;07/07/2016
911.04;0;1199.9;620048;;0;08/07/2016
911.04;0;1199.9;620048;;0;09/07/2016
949.99;0;1199.9;620048;;0;10/07/2016
949.99;0;1199.9;620048;;0;11/07/2016
920.54;0;1199.9;620048;;0;12/07/2016
944.88;0;1199.9;620048;;0;13/07/2016
920.54;0;1199.9;620048;;0;14/07/2016
854.99;0;1199.9;620048;;0;19/07/2016
854.99;0;1099.9;620048;;0;20/07/2016
854.99;0;1099.9;620048;;0;21/07/2016
854.99;0;1099.9;620048;;0;22/07/2016
854.99;0;1099.9;620048;;0;23/07/2016
854.99;0;1099.9;620048;;0;24/07/2016
854.99;0;1099.9;620048;;0;25/07/2016
854.99;0;1099.9;620048;;0;26/07/2016
854.99;0;1099.9;620048;;0;27/07/2016
849.9;0;1099.9;620048;;0;28/07/2016
849.9;0;1099.9;620048;;0;29/07/2016
849.9;0;1099.9;620048;;0;30/07/2016
849.9;0;1099.9;620048;;0;31/07/2016
849.9;0;1099.9;620048;;0;01/08/2016
911.04;0;1099.9;620048;;0;02/08/2016
911.04;0;1099.9;620048;;0;03/08/2016
911.04;0;1099.9;620048;;0;04/08/2016
911.04;0;1099.9;620048;;0;05/08/2016
854.99;0;1099.9;620048;;0;06/08/2016
854.99;0;1099.9;620048;;0;07/08/2016
854.99;0;1099.9;620048;;0;08/08/2016
854.99;849;1099.9;620048;;0;09/08/2016
854.99;849;1099.9;620048;;0;10/08/2016
902.49;849;1099.9;620048;;0;11/08/2016
902.49;849;1099.9;620048;;0;12/08/2016
892.8;849;1099.9;620048;;0;13/08/2016
902.49;849;1099.9;620048;;0;14/08/2016
911.04;849;1099.9;620048;;0;15/08/2016
864.4;849;1099.9;620048;;0;16/08/2016
864.4;849;1018.99;620048;;0;17/08/2016
864.4;849;1018.99;620048;;0;18/08/2016
859.74;849;1018.99;620048;;0;19/08/2016
859.74;849;1018.99;620048;;0;20/08/2016
864.4;849;1018.99;620048;;0;21/08/2016
859.74;849;1018.99;620048;;0;22/08/2016
854.99;849;1018.99;620048;;0;23/08/2016
854.99;849;1018.99;620048;;0;24/08/2016
854.99;849;1018.99;620048;;0;25/08/2016
854.99;849;1049.85;620048;;0;26/08/2016
854.99;849;1049.85;620048;;0;27/08/2016
854.99;849;1049.85;620048;;0;28/08/2016
854.99;849;1049.85;620048;;0;29/08/2016
854.99;849;1049.85;620048;;0;30/08/2016
854.99;854;1049.85;620048;;0;31/08/2016
854.05;854;1049.85;620048;;0;01/09/2016
854.05;854;1049.85;620048;;0;02/09/2016
854.04;854;1049.85;620048;;0;03/09/2016
854.04;854;979.9;620048;;0;04/09/2016
854.04;854;979.9;620048;;0;05/09/2016
854.05;854;979.9;620048;;0;06/09/2016
854.05;854;979.9;620048;;0;07/09/2016
854.05;854;979.9;620048;;0;08/09/2016
854.05;854;979.9;620048;;0;09/09/2016
854.05;854;979.9;620048;;0;10/09/2016
854.05;854;979.9;620048;;0;11/09/2016
854.05;854;1049.85;620048;;0;12/09/2016
854.05;854;1049.85;620048;;0;13/09/2016
854.05;854;1049.85;620048;;0;14/09/2016
854.05;854;1049.85;620048;;0;15/09/2016
854.05;854;1049.85;620048;;0;16/09/2016
854.05;854;1049.85;620048;;0;17/09/2016
854.05;854;1049.85;620048;;0;18/09/2016
854.05;854;1049.85;620048;;0;19/09/2016
854.05;854;1049.85;620048;;0;20/09/2016
854.05;854;979.9;620048;;0;21/09/2016
854.05;854;1049.85;620048;;0;22/09/2016
854.05;854;1099.9;620048;;0;23/09/2016
854.05;854;1099.9;620048;;0;24/09/2016
854.05;854;1099.9;620048;;0;25/09/2016
854.05;854;1099.9;620048;;0;26/09/2016
854.05;854;1579.03;620048;;0;27/09/2016
854.05;854;1579.03;620048;;0;28/09/2016
854.99;854;1579.03;620048;;0;29/09/2016
854.9;854;1579.03;620048;;0;30/09/2016
854.9;854;1579.03;620048;;0;01/10/2016
854.05;854;1579.03;620048;;0;02/10/2016
854.04;854;1579.03;620048;;0;03/10/2016
845.49;854;1738.8;620048;;0;04/10/2016
845.49;854;1738.8;620048;;0;05/10/2016
845.49;845;1738.8;620048;;0;06/10/2016
845.49;845;1738.8;620048;;0;07/10/2016
845.49;845;1738.8;620048;;0;08/10/2016
845.49;845;1738.8;620048;;0;09/10/2016
845.49;845;1738.8;620048;;0;10/10/2016
845.49;845;1738.8;620048;;0;11/10/2016
845.49;845;1738.8;620048;;0;12/10/2016
845.49;845;1175.9;620048;;0;13/10/2016
845.49;845;1175.9;620048;;0;14/10/2016
845.49;845;1099.9;620048;;0;15/10/2016
845.49;845;1099.9;620048;;0;16/10/2016
719.99;845;1099.9;620048;;0;17/10/2016
719.99;845;1208;620048;;0;18/10/2016
719.99;719;1208;620048;;0;19/10/2016
719.99;719;1208;620048;;0;20/10/2016
719.99;719;1208;620048;;0;21/10/2016
755.99;719;1208;620048;;0;22/10/2016
755.99;719;1208;620048;;0;23/10/2016
755.99;719;1208;620048;;0;24/10/2016
755.99;719;1208;620048;;0;25/10/2016
835.99;719;1219;620048;;0;26/10/2016
835.99;719;1208;620048;;0;27/10/2016
835.99;719;1208;620048;;0;28/10/2016
835.99;719;966.89;620048;;0;29/10/2016
835.99;719;966.89;620048;;0;30/10/2016
809.99;719;1077.9;620048;;0;31/10/2016
854.09;719;1099.9;620048;;0;01/11/2016
854.09;719;1099.9;620048;;0;02/11/2016
773.99;719;1063.56;620048;;0;03/11/2016
773.99;719;1077.9;620048;;0;04/11/2016
773.99;719;1099.9;620048;;0;05/11/2016
773.99;719;1099.9;620048;;0;06/11/2016
773.99;719;1099.9;620048;;0;07/11/2016
806;719;1099.9;620048;;0;08/11/2016
773.99;719;1099.9;620048;;0;09/11/2016
773.99;719;1099.9;620048;;0;10/11/2016
773.99;719;1099.9;620048;;0;11/11/2016
773.99;719;1099.9;620048;;0;12/11/2016
773.99;719;1099.9;620048;;0;13/11/2016
773.99;719;1099.9;620048;;0;14/11/2016
773.99;719;1099.9;620048;;0;15/11/2016
773.99;719;1099.9;620048;;0;16/11/2016
809.9;719;1099.9;620048;;0;17/11/2016
809.99;719;1099.9;620048;;0;18/11/2016
809.99;719;1099.9;620048;;0;19/11/2016
852.29;719;1099.9;620048;;0;20/11/2016
852.29;719;1099.9;620048;;0;21/11/2016
852.29;719;1099.9;620048;;0;22/11/2016
852.29;719;1099.9;620048;;0;23/11/2016
809.1;719;1099.9;620048;;0;24/11/2016
791.12;719;1099.9;620048;;0;25/11/2016
791.12;719;996.21;620048;;0;26/11/2016
791.12;719;996.21;620048;;0;27/11/2016
791.12;719;996.21;620048;;0;28/11/2016
791.12;719;996.21;620048;;0;29/11/2016
791.12;719;949.9;620048;;0;30/11/2016
791.12;719;954.99;620048;;0;01/12/2016
852.29;719;949.9;620048;;0;02/12/2016
852.29;719;1299;620048;;0;03/12/2016
852.29;719;1299;620048;;0;04/12/2016
852.29;719;1299;620048;;0;05/12/2016
852.29;719;1299;620048;;0;06/12/2016
852.29;719;1299;620048;;0;07/12/2016
899.64;719;1299;620048;;0;08/12/2016
899.64;719;1299;620048;;0;09/12/2016
899.64;719;1299;620048;;0;10/12/2016
899.64;719;1299;620048;;0;11/12/2016
899.64;719;1299;620048;;0;12/12/2016
899.64;719;1299;620048;;0;13/12/2016
899.64;719;1299;620048;;0;14/12/2016
899.64;719;1099.9;620048;;0;15/12/2016
899.64;719;1099.9;620048;;0;16/12/2016
899.64;719;1099.9;620048;;0;17/12/2016
899.64;719;1099.9;620048;;0;18/12/2016
899.64;899;1099.9;620048;;0;19/12/2016
899.64;899;1099.9;620048;;0;20/12/2016
899.64;899;1099.9;620048;;0;21/12/2016
899.64;899;1099.9;620048;;0;22/12/2016
899.64;899;1099.9;620048;;0;23/12/2016
899.64;899;1099.9;620048;;0;24/12/2016
899.64;899;1099.9;620048;;0;25/12/2016
899.64;899;1099.9;620048;;0;26/12/2016
876.84;899;1099.9;620048;;0;27/12/2016
895.84;899;1080.5;620048;;0;28/12/2016
899.64;876;1080.5;620048;;0;29/12/2016
892.99;876;946.99;620048;;0;30/12/2016
892.99;876;909.14;620048;;0;31/12/2016
892.99;876;907.24;620048;;0;01/01/2017
1099.9;876;1099.9;620048;;0;02/01/2017
907.24;876;1099.9;620048;;0;03/01/2017
892.99;892;1099.9;620048;;0;04/01/2017
818.89;892;1099.9;620048;;0;05/01/2017
899.64;892;1099.9;620048;;0;06/01/2017
837.89;818;1099.9;620048;;0;07/01/2017
1099.9;818;1099.9;620048;;0;08/01/2017
1099.9;818;1099.9;620048;;0;09/01/2017
907.24;818;1043.69;620048;;0;10/01/2017
899.64;818;1043.69;620048;;0;11/01/2017
948.73;818;1099;620048;;0;12/01/2017
837.89;837;1199;620048;;0;13/01/2017
948.73;837;1099;620048;;0;14/01/2017
948.73;837;999.9;620048;;0;15/01/2017
948.73;837;999;620048;;0;16/01/2017
948.73;837;999;620048;;0;17/01/2017
948.73;837;999;620048;;0;18/01/2017
837.89;837;999;620048;;0;19/01/2017
899.9;818;999;620048;;0;20/01/2017
899.9;818;999;620048;;0;21/01/2017
948.73;818;999;620048;;0;22/01/2017
899.9;818;1022.11;620048;;0;23/01/2017
837.89;818;1022.11;620048;;0;24/01/2017
854.9;818;948.73;620048;;0;25/01/2017
854.9;818;1022.11;620048;;0;26/01/2017
854.9;818;1080.5;620048;;0;27/01/2017
854.9;818;1022.11;620048;;0;28/01/2017
791.91;818;1022.11;620048;;0;29/01/2017
791.91;818;1022.11;620048;;0;30/01/2017
791.91;791;1080.5;620048;;0;31/01/2017
791.91;791;1080.5;620048;;0;01/02/2017
854.9;791;1080.5;620048;;0;02/02/2017
809.1;791;1080.5;620048;;0;03/02/2017
809.1;791;949.9;620048;;0;04/02/2017
809.1;791;949.9;620048;;0;05/02/2017
809.1;791;949.9;620048;;0;06/02/2017
809.91;791;949.9;620048;;0;07/02/2017
809.91;791;979;620048;;0;08/02/2017
854.05;791;979;620048;;0;09/02/2017
809.1;791;979;620048;;0;10/02/2017
809.1;791;979;620048;;0;11/02/2017
809.1;791;954.99;620048;;0;12/02/2017
809.1;791;954.99;620048;;0;13/02/2017
759.9;791;976.52;620048;;0;14/02/2017
759.9;791;954.99;620048;;0;15/02/2017
759.9;759;954.99;620048;;0;16/02/2017
